stars,text,clean_text,sentences,lemm_sentences
4,"Un lugar dentro de la ciudad para poder pasar tiempo en familia, cuenta con dos piscinas, una grande de 50 metros aproximadamente y otra pequeña de forma redonda con un diámetro de 10 metros aproximadamente, cuenta con una cafetería, área de comedor, tres canchas de tenis y lugares alrededor de las piscinas para estar, así como duchas.","un lugar dentro de la ciudad para poder pasar tiempo en familia, cuenta con dos piscinas, una grande de 50 metros aproximadamente y otra pequenia de forma redonda con un diametro de 10 metros aproximadamente, cuenta con una cafeteria, area de comedor, tres canchas de tenis y lugares alrededor de las piscinas para estar, asi como duchas.",['un lugar dentro de la ciudad para poder pasar tiempo en familia cuenta con dos piscinas una grande de 50 metros aproximadamente y otra pequenia de forma redonda con un diametro de 10 metros aproximadamente cuenta con una cafeteria area de comedor tres canchas de tenis y lugares alrededor de las piscinas para estar asi como duchas'],['uno lugar dentro de el ciudad para poder pasar tiempo en familia contar con dos piscina uno grande de metro aproximadamente y otro pequenia de forma redondo con uno diametro de metro aproximadamente contar con uno cafeteria areo de comedor tres cancha de tenis y lugar alrededor de el piscina para estar asi como ducha']
3,Disculpen me podrían informar si el agua de la piscina es tibia gracias,disculpen me podrian informar si el agua de la piscina es tibia gracias,['disculpen me podrian informar si el agua de la piscina es tibia gracias'],['disculpen yo podriar informar si el agua de el piscina ser tibio gracias']
2,"Las instalaciones son muy bonitas, pero no les dan un adecuado mantenimiento (paredes sucias, infraestructura en mal estado, maquinas muy viejas y poca innovación en equipos para hacer ejercicio). Pero las clases y los profesores excelentes.","las instalaciones son muy bonitas, pero no les dan un adecuado mantenimiento (paredes sucias, infraestructura en mal estado, maquinas muy viejas y poca innovacion en equipos para hacer ejercicio). pero las clases y los profesores excelentes.","['las instalaciones son muy bonitas pero no les dan un adecuado mantenimiento paredes sucias infraestructura en mal estado maquinas muy viejas y poca innovacion en equipos para hacer ejercicio', 'pero las clases y los profesores excelentes']","['el instalación ser mucho bonito pero no él dar uno adecuado mantenimiento paredes sucio infraestructura en mal estado maquina mucho viejo y poco innovacion en equipo para hacer ejercicio', 'pero el clase y el profesor excelente']"
1,"Bueno que puedo decir es mala la administración. Ya que toman cada decisión que ni ellos se las creen parqueo el necesario cuando no hay feriados de lo contrario poco, instructores de todos solo el de baile (Milton) a y el de natacion por la.mañana son los buenos instructores con etica que saben como tratar a los ususarios de elnpersonal de limpieza sin reclamos todos muy respetuosos, del.personal administrativo solo gaby que es la que le da info. A cada persona que desea saber deblas instalaciones y cuotas. A estacdenas decir que al entrar los chicos de recepción sin queja alguna son los que estan al no mas entrar.","bueno que puedo decir es mala la administracion. ya que toman cada decision que ni ellos se las creen parqueo el necesario cuando no hay feriados de lo contrario poco, instructores de todos solo el de baile (milton) a y el de natacion por la.maniana son los buenos instructores con etica que saben como tratar a los ususarios de elnpersonal de limpieza sin reclamos todos muy respetuosos, del.personal administrativo solo gaby que es la que le da info. a cada persona que desea saber deblas instalaciones y cuotas. a estacdenas decir que al entrar los chicos de recepcion sin queja alguna son los que estan al no mas entrar.","['bueno que puedo decir es mala la administracion', 'ya que toman cada decision que ni ellos se las creen parqueo el necesario cuando no hay feriados de lo contrario poco instructores de todos solo el de baile milton a y el de natacion por la', 'maniana son los buenos instructores con etica que saben como tratar a los ususarios de elnpersonal de limpieza sin reclamos todos muy respetuosos del', 'personal administrativo solo gaby que es la que le da info', 'a cada persona que desea saber deblas instalaciones y cuotas', 'a estacdenas decir que al entrar los chicos de recepcion sin queja alguna son los que estan al no mas entrar']","['bueno que poder decir ser malo el administracion', 'ya que tomar cada decision que ni él él él creer parqueo el necesario cuando no haber feriado de él contrario poco instructor de todo solo el de baile milton a y el de natacion por el', 'manián ser el buen instructor con etica que saber como tratar a el ususario de elnpersonal de limpieza sin reclamo todo mucho respetuoso del', 'personal administrativo solo gaby que ser el que él dar info', 'a cada persona que desear saber debla instalación y cuota', 'a estacdenas decir que al entrar el chico de recepcion sin queja alguno ser el que estar al no mas entrar']"
4,"Buen lugar, ya que cuentan con salones para bodas, alguna celebración o junta que se desee. Adicional hay canchas de tennis en muy buen estado, de papi-futbol, piscinas, canchas de basquet. Alrededor de este lugar encuentras varios restaurantes, almacenes y hasta discotecas.","buen lugar, ya que cuentan con salones para bodas, alguna celebracion o junta que se desee. adicional hay canchas de tennis en muy buen estado, de papi-futbol, piscinas, canchas de basquet. alrededor de este lugar encuentras varios restaurantes, almacenes y hasta discotecas.","['buen lugar ya que cuentan con salones para bodas alguna celebracion o junta que se desee', 'adicional hay canchas de tennis en muy buen estado de papifutbol piscinas canchas de basquet', 'alrededor de este lugar encuentras varios restaurantes almacenes y hasta discotecas']","['buen lugar ya que contar con salón para boda alguno celebracion o junta que él desear', 'adicional haber cancha de tennis en mucho buen estado de papifutbol piscina cancha de basquet', 'alrededor de este lugar encuentra varios restaurante almacén y hasta discotecas']"
5,"La atención al cliente muy buena, super amables, el lugar limpio","la atencion al cliente muy buena, super amables, el lugar limpio",['la atencion al cliente muy buena super amables el lugar limpio'],['el atencion al cliente mucho buen super amable el lugar limpio']
5,"Un lugar para eventos, seguro y tranquilo","un lugar para eventos, seguro y tranquilo",['un lugar para eventos seguro y tranquilo'],['uno lugar para evento seguro y tranquilo']
3,"El estado de la gramilla como la malla que en em lugar le falta mantenimiento, el area de vestidores es pequeña","el estado de la gramilla como la malla que en em lugar le falta mantenimiento, el area de vestidores es pequenia",['el estado de la gramilla como la malla que en em lugar le falta mantenimiento el area de vestidores es pequenia'],['el estado de el gramilla como el malla que en em lugar él faltar mantenimiento el area de vestidor ser pequenia']
5,Un lugar muy bonito. El servicio excelente. Allí celebre un acontecimiento y realmente fue un exito.,un lugar muy bonito. el servicio excelente. alli celebre un acontecimiento y realmente fue un exito.,"['un lugar muy bonito', 'el servicio excelente', 'alli celebre un acontecimiento y realmente fue un exito']","['uno lugar mucho bonito', 'el servicio excelente', 'alli celebrar uno acontecimiento y realmente ser uno exito']"
4,"Club deportivo con piscina y sauna, ambiente familiar y buen precio. Hay clases variadas y un gimnasio bien equipado. Muy cerca de todo!","club deportivo con piscina y sauna, ambiente familiar y buen precio. hay clases variadas y un gimnasio bien equipado. muy cerca de todo!","['club deportivo con piscina y sauna ambiente familiar y buen precio', 'hay clases variadas y un gimnasio bien equipado', 'muy cerca de todo']","['club deportivo con piscina y sauna ambiente familiar y buen precio', 'haber clase variado y uno gimnasio bien equipado', 'mucho cerca de todo']"
5,"Es hermoso, limpio, lleno de naturaleza, además cuenta con piscina, gimnasio y cancha de tenis","es hermoso, limpio, lleno de naturaleza, ademas cuenta con piscina, gimnasio y cancha de tenis",['es hermoso limpio lleno de naturaleza ademas cuenta con piscina gimnasio y cancha de tenis'],['ser hermoso limpio lleno de naturaleza adema contar con piscina gimnasio y cancha de tenis']
5,"Me pareció un lugar súper bonito , limpio áreas verdes bonitas, y lo mejor el ingreso a la piscina no es caro.","me parecio un lugar super bonito , limpio areas verdes bonitas, y lo mejor el ingreso a la piscina no es caro.",['me parecio un lugar super bonito  limpio areas verdes bonitas y lo mejor el ingreso a la piscina no es caro'],['yo parecio uno lugar super bonito limpio area verde bonito y él mejor el ingreso a el piscina no ser caro']
5,"Precio moderado, disponibilidad de área social y se mejoró el área de gimnasio con nuevo programa de clases coordinado por excelente instructor Jorge Mario","precio moderado, disponibilidad de area social y se mejoro el area de gimnasio con nuevo programa de clases coordinado por excelente instructor jorge mario",['precio moderado disponibilidad de area social y se mejoro el area de gimnasio con nuevo programa de clases coordinado por excelente instructor jorge mario'],['precio moderado disponibilidad de area social y él mejoro el area de gimnasio con nuevo programa de clase coordinado por excelente instructor jorge mario']
4,"Es acogedor, y bastante equipado a pesar del espacio, el salón de belleza es muy eficiente y completo, y la piscina muy limpia.","es acogedor, y bastante equipado a pesar del espacio, el salon de belleza es muy eficiente y completo, y la piscina muy limpia.",['es acogedor y bastante equipado a pesar del espacio el salon de belleza es muy eficiente y completo y la piscina muy limpia'],['ser acogedor y bastante equipado a pesar del espacio el salon de belleza ser mucho eficiente y completo y el piscina mucho limpio']
5,"Amo mi club, piscina, sauna, unas clases de baile buenísimas, spinning: buena música y las personas que van, super lindas","amo mi club, piscina, sauna, unas clases de baile buenisimas, spinning: buena musica y las personas que van, super lindas",['amo mi club piscina sauna unas clases de baile buenisimas spinning buena musica y las personas que van super lindas'],['amar mi club piscinar saún uno clase de baile buenisimas spinning buen musico y el persona que ir super lindo']
5,Es un bonito club de todo tiene muy ordenado y limpio y las áreas verdes están bien lindas,es un bonito club de todo tiene muy ordenado y limpio y las areas verdes estan bien lindas,['es un bonito club de todo tiene muy ordenado y limpio y las areas verdes estan bien lindas'],['ser uno bonito club de todo tener mucho ordenado y limpio y el area verde estar bien lindo']
5,"Es un lugar atractivo, limpio y con muy buena atención.","es un lugar atractivo, limpio y con muy buena atencion.",['es un lugar atractivo limpio y con muy buena atencion'],['ser uno lugar atractivo limpio y con mucho buen atencion']
5,"Muy bonito, instalaciones de primer mundo.","muy bonito, instalaciones de primer mundo.",['muy bonito instalaciones de primer mundo'],['mucho bonito instalación de primero mundo']
5,Muy buen club,muy buen club,['muy buen club'],['mucho buen club']
5,"El servicio de Restaurante es muy bueno, deliciosos desayunos y precios cómodos, muy buena administración de don Guillermo","el servicio de restaurante es muy bueno, deliciosos desayunos y precios comodos, muy buena administracion de don guillermo",['el servicio de restaurante es muy bueno deliciosos desayunos y precios comodos muy buena administracion de don guillermo'],['el servicio de restaurante ser mucho bueno delicioso desayuno y precio comodo mucho buen administracion de don guillermo']
4,"un lugar muy bonito en instalaciones, amplio parqueo, lo malo es lo escondido del lugar, hay que recorrer todo majadas para llegar a las instalaciones.","un lugar muy bonito en instalaciones, amplio parqueo, lo malo es lo escondido del lugar, hay que recorrer todo majadas para llegar a las instalaciones.",['un lugar muy bonito en instalaciones amplio parqueo lo malo es lo escondido del lugar hay que recorrer todo majadas para llegar a las instalaciones'],['uno lugar mucho bonito en instalación amplio parqueo él malo ser él escondido del lugar haber que recorrer todo majada para llegar a el instalación']
4,"Amplio, hay piscinas, gimnasio, lugar para comer y atendieron de una manera agradable.","amplio, hay piscinas, gimnasio, lugar para comer y atendieron de una manera agradable.",['amplio hay piscinas gimnasio lugar para comer y atendieron de una manera agradable'],['amplio haber piscina gimnasio lugar para comer y atender de uno manera agradable']
5,"Buenas instalaciones, piscina climatizada, sauna, gimnacio completo con instructor y todo y un buen restorant, en fin un lugar para relajarse","buenas instalaciones, piscina climatizada, sauna, gimnacio completo con instructor y todo y un buen restorant, en fin un lugar para relajarse",['buenas instalaciones piscina climatizada sauna gimnacio completo con instructor y todo y un buen restorant en fin un lugar para relajarse'],['buena instalación piscinar climatizado sauna gimnacio completo con instructor y todo y uno buen restorant en fin uno lugar para relajar él']
4,"Céntrico, para manejar el stress, canchas para sudar un poquito. Buen salón de belleza.","centrico, para manejar el stress, canchas para sudar un poquito. buen salon de belleza.","['centrico para manejar el stress canchas para sudar un poquito', 'buen salon de belleza']","['centrico para manejar el stress cancha para sudar uno poquito', 'buen salon de belleza']"
1,Disculpe No me gusta ese sector. Solo fui x la boda de Mi sobrino nada mas.,disculpe no me gusta ese sector. solo fui x la boda de mi sobrino nada mas.,"['disculpe no me gusta ese sector', 'solo fui x la boda de mi sobrino nada mas']","['disculpar no yo gustar ese sector', 'solo ir x el boda de mi sobrino nada mas']"
1,"Tienen mucho tiempo de no remodelar sus instalaciones, baños con mucho deterioro, sauna en mal estado, la limpieza es muy mala en los baños y vestidores","tienen mucho tiempo de no remodelar sus instalaciones, banios con mucho deterioro, sauna en mal estado, la limpieza es muy mala en los banios y vestidores",['tienen mucho tiempo de no remodelar sus instalaciones banios con mucho deterioro sauna en mal estado la limpieza es muy mala en los banios y vestidores'],['tener mucho tiempo de no remodelar su instalación banio con mucho deterioro sauna en mal estado el limpieza ser mucho malo en el banio y vestidor']
5,Muy bueno para salir la noche. Hay mu has variedades de bares y restaurantes.,muy bueno para salir la noche. hay mu has variedades de bares y restaurantes.,"['muy bueno para salir la noche', 'hay mu has variedades de bares y restaurantes']","['mucho bueno para salir el noche', 'haber mu haber variedad de bar y restaurante']"
4,El ambiente tranquilo. Las piscinas limpias y la atención muy buena.,el ambiente tranquilo. las piscinas limpias y la atencion muy buena.,"['el ambiente tranquilo', 'las piscinas limpias y la atencion muy buena']","['el ambiente tranquilo', 'el piscina limpio y el atencion mucho buen']"
5,Bonito lugar muy centrico para relajarse sanamente y ejercitarse!,bonito lugar muy centrico para relajarse sanamente y ejercitarse!,['bonito lugar muy centrico para relajarse sanamente y ejercitarse'],['bonito lugar mucho centrico para relajar él sanamente y ejercitar él']
4,"Disfrutar de actividad física, instructores capacitados, ambiente familiar, espacios abiertos y agradable compañía.","disfrutar de actividad fisica, instructores capacitados, ambiente familiar, espacios abiertos y agradable companiia.",['disfrutar de actividad fisica instructores capacitados ambiente familiar espacios abiertos y agradable companiia'],['disfrutar de actividad fisico instructor capacitado ambiente familiar espacio abierto y agradable companiio']
5,Buena ubicación,buena ubicacion,['buena ubicacion'],['buen ubicacion']
4,Con una ubicación súper conveniente siempre me relajo mucho en el sauna,con una ubicacion super conveniente siempre me relajo mucho en el sauna,['con una ubicacion super conveniente siempre me relajo mucho en el sauna'],['con uno ubicacion super conveniente siempre yo relajar mucho en el sauna']
5,"Lugar agradable, comida deliciosa y a un precio justo 👍😉…","lugar agradable, comida deliciosa y a un precio justo 👍😉…",['lugar agradable comida deliciosa y a un precio justo '],['lugar agradable comida deliciós y a uno precio justo']
5,"Me encanta el gym, la.piscina todo tranquilo. Fácil acceso.","me encanta el gym, la.piscina todo tranquilo. facil acceso.","['me encanta el gym la', 'piscina todo tranquilo', 'facil acceso']","['yo encantar el gym el', 'piscinar todo tranquilo', 'facil acceso']"
5,El personal muy amable,el personal muy amable,['el personal muy amable'],['el personal mucho amable']
4,"Fuimos a una piñata, pero como estaba lloviendo fue un tanto incómodo, creo que para una piñata en esas condiciones los espacios son muy reducidos.","fuimos a una piniata, pero como estaba lloviendo fue un tanto incomodo, creo que para una piniata en esas condiciones los espacios son muy reducidos.",['fuimos a una piniata pero como estaba lloviendo fue un tanto incomodo creo que para una piniata en esas condiciones los espacios son muy reducidos'],['ir a uno piniata pero como estar llover ser uno tanto incomodo creer que para uno piniata en ese condición el espacio ser mucho reducido']
